id,year,month,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,price_gte_500K
2560805630,2014,9,242500,3,2.25,1770,10000,1,0,0,3,7,1340,430,1978,0,98198,1270,5055,0
9558020600,2015,4,425000,4,2.5,2460,5440,2,0,0,3,9,2460,0,2003,0,98058,2460,5124,0
9136101335,2014,5,613000,4,2,1550,4815,1.5,0,0,3,7,1550,0,1909,0,98103,1680,4013,1
9407101380,2014,12,189000,3,2,1460,11481,1,0,0,2,7,1170,290,1995,0,98045,1540,9680,0
8901500178,2014,10,700000,4,2.25,2440,9450,1.5,0,0,3,7,2440,0,1947,2014,98125,1720,7503,1
9551201250,2014,9,750000,3,1,1640,6516,1.5,0,0,4,7,1440,200,1935,0,98103,1770,4000,1
3544400236,2014,7,494000,2,1,1290,4650,1,0,0,4,7,1290,0,1906,0,98115,1640,3900,0
7215730090,2014,6,700000,4,3,3150,7778,2,0,0,3,9,3150,0,2000,0,98075,2970,6500,1
8682291390,2015,4,705000,2,2.5,2305,5580,1,0,0,3,8,2305,0,2007,0,98077,1440,5748,1
1770000490,2014,5,356000,2,1.75,1060,16470,1,0,0,3,7,1060,0,1977,0,98072,1790,16748,0
2935400100,2014,5,625000,3,1.75,2060,12558,1,0,0,4,7,1350,710,1984,0,98052,1850,8722,1
7686205020,2015,3,144975,2,1,900,7500,1,0,0,3,5,900,0,1940,0,98198,1350,7500,0
3629921240,2014,7,970000,4,4.5,3890,5906,2,0,3,3,11,3060,830,2004,0,98029,4170,6052,1
1775801340,2014,6,415000,3,1.75,1910,12596,1,0,0,3,7,1340,570,1977,0,98072,1550,13310,0
3574801780,2014,5,485000,4,3,2340,7048,1,0,0,4,8,1340,1000,1979,0,98034,1440,8088,0
7854800090,2014,11,799950,3,3,2900,11769,2,0,0,3,10,2900,0,1997,0,98052,2900,9611,1
4054530090,2015,4,783350,4,2.5,3290,35001,2,0,0,3,10,3290,0,1991,0,98077,4090,40371,1
8807900236,2014,12,430000,1,1,630,1362,1,0,0,3,7,630,0,1943,0,98109,1090,1376,0
1118001408,2014,11,2544750,5,4.75,5410,13431,2,0,0,4,10,5050,360,1941,0,98112,3750,11596,1
9290850740,2014,6,975000,4,2.5,4270,43386,1,0,0,3,10,2680,1590,1991,0,98053,3630,36180,1
3025059089,2015,5,950000,3,1.5,1700,8050,1,0,0,3,7,1130,570,1950,0,98004,2920,12239,1
923000265,2014,8,350000,2,1,1430,8157,1.5,0,0,3,7,1150,280,1944,0,98177,1820,8157,0
8901001335,2014,11,637000,4,2.75,2850,7510,2,0,0,3,8,2850,0,2008,0,98125,1510,8833,1
1523059066,2015,2,895000,3,2,2160,105415,1,0,0,3,10,2160,0,1991,0,98059,2760,9620,1
5249801785,2014,12,579000,2,2,1760,7200,1,0,0,5,7,880,880,1946,0,98118,1760,7200,1
2190601055,2014,6,314900,4,1.75,2700,27072,1,0,0,3,7,1380,1320,1958,0,98003,2460,34850,0
1917300025,2015,1,122000,2,1,860,6000,1,0,0,3,6,860,0,1945,0,98022,1300,6000,0
3797000300,2014,8,405000,2,1,880,3000,1,0,0,5,7,880,0,1927,0,98103,1300,3000,0
5332200026,2014,5,553650,2,2.5,1360,1349,2,0,0,3,8,1050,310,1997,0,98112,1430,4400,1
3278602760,2015,2,369900,2,2.5,1770,1853,3,0,0,3,8,1770,0,2007,0,98126,1770,1924,0
2721049059,2014,5,225000,3,2,2030,24829,1,0,0,4,7,1220,810,1979,0,98001,1980,15204,0
2172000750,2014,5,160000,2,1,1180,9350,1,0,0,3,6,1180,0,1918,0,98178,1780,9306,0
1022069058,2014,10,449500,4,2,2430,199940,1,0,0,3,8,1310,1120,1961,0,98038,2220,150282,0
249000115,2014,8,650000,3,1,1300,8266,1,0,0,4,7,1300,0,1953,0,98004,1300,8707,1
7214710300,2014,7,542126,4,2.5,2360,43088,2,0,0,3,8,2360,0,1977,0,98077,2850,39216,1
192450300,2014,9,309950,3,1.5,1200,15606,1,0,0,3,7,1200,0,1985,0,98045,1210,15606,0
3356403820,2014,12,115000,2,1,1000,16524,1,0,0,3,5,1000,0,1913,0,98001,1350,10208,0
8075400100,2014,12,221700,2,1.5,1556,20000,1,0,0,4,7,1556,0,1957,0,98032,2250,17286,0
1982200245,2015,1,726000,3,2.5,1890,3880,1.5,0,0,4,8,1460,430,1915,0,98107,1010,3880,1
7905200037,2014,11,515000,3,1.75,1810,5733,1,0,0,4,7,1010,800,1926,0,98116,1260,4680,1
2597531030,2014,8,756000,4,2.5,2730,10753,2,0,0,3,9,2730,0,1991,0,98006,3090,10740,1
5318100645,2014,5,1570000,4,3.75,3070,5850,2,0,0,5,9,2400,670,1927,0,98112,2940,5573,1
7504400850,2014,5,442000,4,2.25,2080,12007,1,0,0,4,8,1220,860,1979,0,98074,2110,12459,0
1761300110,2014,7,260000,4,2,1620,7992,2,0,0,4,7,1620,0,1975,0,98031,1710,7500,0
9390700100,2014,9,390000,2,1.75,1150,2723,1,0,0,4,7,770,380,1923,0,98102,1440,4000,0
7518503200,2014,7,459500,2,1,1250,3825,1,0,0,3,7,850,400,1929,0,98117,1370,4998,0
3971700940,2014,9,330000,3,1.5,1430,8000,1,0,0,5,7,1430,0,1948,0,98155,1410,9820,0
1446403835,2014,11,189000,2,1,790,7128,1,0,0,3,6,790,0,1944,0,98168,1110,7150,0
9183702251,2014,12,280000,3,1,1200,9322,1.5,0,0,4,7,1200,0,1954,0,98030,1540,9677,0
5589900590,2014,5,400000,2,1.75,2110,9519,1,0,0,2,7,2110,0,1948,0,98155,1480,9519,0
7227501745,2015,3,368000,4,2,3160,11193,1,0,0,5,6,2410,750,1942,0,98056,1020,5940,0
2473350930,2014,6,390000,4,1.75,2700,7875,1.5,0,0,4,8,2700,0,1968,0,98058,2220,7875,0
6450303820,2014,9,245000,2,1,820,7475,1,0,0,3,6,820,0,1945,0,98133,1030,5720,0
5469000100,2014,8,375000,4,2.5,1800,8432,1,0,0,4,7,1200,600,1960,0,98133,1780,8432,0
8679600100,2015,1,465000,5,1.5,1750,12491,1,0,0,3,6,1390,360,1961,0,98033,1560,12473,0
638100015,2015,3,445000,3,2,1540,67953,1,0,0,3,7,1540,0,1997,0,98059,1250,9100,0
3241600015,2015,3,250000,3,1,1130,7800,1,0,0,3,7,1130,0,1952,0,98118,1170,7800,0
6411600026,2014,10,475500,3,1,1500,9416,1,0,0,4,8,1500,0,1952,0,98133,1440,7200,0
3179101050,2014,8,672324,2,1.75,1600,5795,1.5,0,0,3,8,1600,0,1940,0,98105,2310,6301,1
5363200266,2014,6,420000,3,2,1200,5029,1,0,0,3,6,880,320,1937,0,98115,1510,5854,0
7518502490,2014,12,515000,3,2,1690,5100,1.5,0,0,5,7,1690,0,1907,0,98117,1690,5100,1
7732400490,2014,11,732350,4,2.5,2270,7665,2,0,0,3,9,2270,0,1986,0,98052,2450,8706,1
5416510110,2014,6,297500,4,2.5,1910,5000,2,0,0,3,7,1910,0,2005,0,98038,2020,5000,0
8604900017,2014,10,475000,3,1.5,1640,2720,1.5,0,0,3,8,1640,0,1929,0,98115,1490,4375,0
808300490,2015,5,414000,4,2.5,2120,6497,2,0,0,3,7,2120,0,2003,0,98019,2230,6300,0
6855700115,2014,6,357250,3,1.5,1400,8840,1,0,0,4,6,1400,0,1952,0,98125,1260,8840,0
9325800110,2014,10,289950,2,1,760,6000,1,0,0,4,6,760,0,1950,0,98133,950,6000,0
8121100015,2015,5,550000,3,1,1070,3713,1,0,0,4,6,1070,0,1917,0,98118,1290,3960,1
8568700015,2015,4,446000,3,1.75,1460,9998,1,0,0,3,7,960,500,1958,0,98028,1460,9998,0
6399600115,2014,10,279000,3,1.5,1280,16738,1.5,0,0,4,5,1280,0,1932,0,98038,1590,16317,0
5651010300,2014,8,370000,3,2.25,1650,4859,2,0,0,3,7,1650,0,1988,0,98011,1890,5018,0
3423049311,2014,10,216000,3,2,1260,4125,1,0,0,3,6,1260,0,1998,0,98188,1300,9091,0
7000100711,2014,6,1100000,3,2.5,2200,20000,1,0,1,3,7,1400,800,1952,0,98004,3050,11775,1
5482700115,2014,10,1280600,4,2.5,3560,15450,1,0,1,5,8,2060,1500,1977,0,98040,3680,17314,1
9349900110,2015,2,355000,2,1.5,1140,2500,1,0,1,3,7,630,510,1988,0,98106,1500,5000,0
9328510100,2014,9,699000,4,2.5,2550,7312,2,0,0,3,9,2550,0,1988,0,98008,2330,7480,1
6300500475,2014,9,412000,3,2.5,1553,1991,3,0,0,3,8,1553,0,2014,0,98133,1509,2431,0
7849200315,2015,2,276000,2,1,1140,7200,1,0,0,3,6,1140,0,1923,1951,98065,1110,7200,0
7813200115,2014,9,100000,2,1,790,6426,1,0,0,3,6,790,0,1944,0,98178,1380,6946,0
2851200100,2014,7,955500,4,1.75,2130,5080,1.5,0,0,3,8,2130,0,1914,1993,98119,1900,5080,1
2823059055,2015,3,199000,3,1,1390,21262,1,0,0,3,7,1390,0,1958,0,98058,1560,10800,0
7853301560,2014,6,762000,4,3.5,4000,15253,2,0,0,3,9,4000,0,2007,0,98065,3550,8747,1
9477001280,2014,5,425000,4,2,1520,7983,1,0,0,5,7,1520,0,1967,0,98034,1520,7783,0
7905200147,2014,11,546000,2,1,1657,5031,2,0,0,3,7,1657,0,1910,0,98116,2050,6201,1
6190701110,2015,4,419600,3,1.75,1680,8460,1,0,0,3,7,1180,500,1976,0,98133,1890,9529,0
871001500,2014,6,735000,4,2.25,2270,5102,1,0,0,5,8,1340,930,1954,0,98199,1800,5102,1
2559950110,2015,4,1234570,2,2.5,2470,609,3,0,0,3,11,1910,560,2011,0,98112,2440,1229,1
3693900245,2014,7,445000,2,2,1240,2500,2,0,0,3,7,1240,0,1985,0,98117,1660,5000,0
1023089140,2015,1,665000,3,2,1740,41275,1,0,0,3,8,1740,0,1974,1989,98045,2630,41275,1
3026059085,2015,3,1290000,5,3.5,4090,290980,1,0,0,3,11,2920,1170,2002,0,98034,1880,9255,1
3575302345,2014,12,508500,4,2.75,2520,12500,2,0,0,3,8,1720,800,1979,0,98074,2520,13000,1
1568100076,2014,12,345950,5,1,1340,11198,1.5,0,0,3,8,1340,0,1934,0,98155,1390,8020,0
6600400090,2015,1,207500,3,1,1640,9750,1,0,0,3,7,1640,0,1968,0,98042,1200,9750,0
5451200110,2014,12,1075000,4,2.5,3000,10920,1,0,0,4,8,1550,1450,1969,0,98040,2380,10920,1
3204300090,2014,11,640000,3,1,1210,3720,2,0,0,4,8,1210,0,1930,0,98112,1560,6000,1
3023039066,2015,3,329500,3,1,1810,13068,1,0,0,4,7,1360,450,1941,0,98070,1400,13068,0
3824100246,2014,10,460000,4,2.75,2200,9676,1,0,0,3,8,1500,700,1979,0,98028,2120,9585,0
7768700315,2014,6,1230000,3,1.75,2200,14630,1.5,0,1,3,8,2200,0,1948,2003,98004,2850,15803,1
4154305290,2014,11,805000,5,3,2350,6480,2,0,3,4,7,1650,700,1924,1962,98118,1840,7200,1
621069113,2014,12,200000,3,1.5,1090,10454,1,0,0,3,6,1090,0,1963,0,98042,1230,12196,0
1523059201,2015,2,749700,3,1.75,2280,77972,1,0,0,3,8,1460,820,1977,0,98059,2460,14430,1
1453602309,2014,8,288000,0,1.5,1430,1650,3,0,0,3,7,1430,0,1999,0,98125,1430,1650,0
7518504291,2014,12,535000,2,1,1520,3360,1,0,0,4,7,830,690,1927,0,98117,1470,3774,1
4058801240,2014,10,330000,3,2.25,1620,7150,1,0,2,4,7,1280,340,1950,0,98178,1620,6930,0
2313900165,2014,7,479200,3,2,1510,3750,1.5,0,0,4,7,1510,0,1928,0,98116,1500,5000,0
2122059206,2014,5,373000,5,2.5,3001,5710,2,0,0,3,8,3001,0,2006,0,98042,2340,5980,0
9282801720,2015,3,355000,4,1.5,2020,6000,1,0,0,4,7,1010,1010,1953,0,98178,1710,6000,0
9542840590,2014,6,275000,3,2,1380,4500,1,0,0,3,7,1380,0,2008,0,98038,1620,4000,0
2493200015,2014,6,380000,3,1.5,1520,4288,1,0,0,3,7,1020,500,1949,0,98136,1660,4288,0
9550202870,2015,2,417000,2,1.75,1090,4590,1,0,0,4,7,790,300,1915,0,98105,1390,4080,0
98000750,2014,10,1165000,5,3.75,4220,15959,2,0,0,3,11,4220,0,2004,0,98075,4630,16531,1
7504010900,2014,9,598500,3,2.25,2520,12000,1,0,0,3,10,2520,0,1978,0,98074,2510,12000,1
1370803820,2014,6,629000,3,2,1760,5000,1,0,0,5,7,960,800,1920,0,98199,1380,5000,1
1446401220,2014,10,226950,2,1,930,6600,1,0,0,3,6,930,0,1957,0,98168,1250,6600,0
868000615,2014,12,1225000,4,2.5,2600,11542,1.5,0,0,4,9,2200,400,1939,0,98177,2840,10960,1
6625910100,2015,2,415000,3,2.25,2180,11100,1,0,0,5,8,1700,480,1979,0,98056,2350,11397,0
3629870110,2015,4,595000,3,2.5,1910,3075,2,0,0,3,8,1910,0,2001,0,98029,1940,3485,1
8651400750,2014,10,209950,3,1.75,1100,5525,1,0,0,5,6,1100,0,1968,0,98042,1050,5200,0
925069111,2015,5,568000,3,1.75,1760,235224,1,0,0,3,7,1760,0,1973,0,98053,2320,87120,1
3352402250,2014,10,119900,2,1,700,3180,1,0,0,3,6,480,220,1951,0,98178,1760,6360,0
4168000110,2014,8,207000,3,1,1080,10200,1,0,0,4,7,1080,0,1962,0,98023,1230,10400,0
5647900930,2014,12,195000,3,1,1070,22489,1,0,0,3,7,1070,0,1967,0,98001,1880,20250,0
2523039278,2014,6,324950,3,1.5,1460,8710,1,0,0,3,7,1460,0,1955,0,98166,1400,8645,0
6149700405,2014,12,210000,1,1,1050,7583,1,0,0,4,6,1050,0,1947,0,98133,1420,7560,0
203100690,2015,4,1078000,4,2.75,3160,42733,2,0,0,3,9,3160,0,1995,0,98053,1890,24000,1
4410600100,2014,12,325088,4,1,1400,6739,1,0,0,3,7,1000,400,1954,0,98108,1500,6380,0
3223059303,2015,1,790000,4,3,3120,157875,2,0,0,4,8,3120,0,1977,0,98058,1580,7050,1
522069097,2014,11,150000,2,1,720,212137,1,0,0,3,5,720,0,1982,0,98058,2010,109642,0
2023069059,2014,10,790000,3,3,2840,206910,2,0,0,3,10,2840,0,1999,0,98059,2070,25067,1
7987400356,2014,5,255000,2,1,1220,2500,1,0,0,3,6,770,450,1910,0,98126,1540,3000,0
461005360,2014,11,697000,4,3,2820,2850,1.5,0,0,5,7,1860,960,1928,0,98117,1570,4500,1
461004195,2014,11,457500,2,1,840,5000,1,0,0,4,7,840,0,1908,0,98117,1240,5000,0
9547204350,2014,5,690000,3,2,1610,5100,1.5,0,0,5,8,1610,0,1940,0,98115,1740,5100,1
2331300025,2015,3,967000,4,3.25,1860,4356,2,0,0,3,9,1860,0,1917,2005,98103,1860,4356,1
2288000090,2015,4,980000,4,1.75,2260,17711,1,0,1,4,9,2260,0,1968,0,98040,2880,16594,1
5525400300,2014,5,619420,4,2.75,2450,14803,2,0,0,4,9,2450,0,1988,0,98059,2330,14803,1
9523103001,2014,10,389000,2,1,850,3276,1,0,0,3,6,850,0,1910,0,98103,1460,4100,0
5249802460,2014,12,500000,3,1,1800,7200,1,0,0,3,7,1020,780,1964,0,98118,1740,5475,1
7000100850,2014,9,569000,4,1.75,1230,7890,1,0,1,4,7,1090,140,1950,0,98004,2380,13176,1
9477000300,2014,7,425000,4,2.25,2060,8540,1,0,0,4,7,1540,520,1967,0,98034,1560,7700,0
8121100265,2014,5,635000,4,2.25,2750,6180,1,0,0,4,8,1500,1250,1948,0,98118,1740,6180,1
2817100900,2014,5,256500,2,1,1120,9912,1,0,0,4,6,1120,0,1980,0,98070,1540,9750,0
3578700017,2015,1,695000,4,2.5,3010,11393,2,0,0,3,8,3010,0,2005,0,98028,2810,11282,1
7550800195,2014,7,535000,4,1.5,1580,5000,1.5,0,0,3,7,1390,190,1945,0,98107,1580,5000,1
3449900090,2015,4,454200,4,2.5,2630,5379,2,0,0,3,8,2630,0,2004,0,98059,2630,5379,0
9232900165,2015,1,418500,2,1,790,5800,1,0,0,3,6,790,0,1943,0,98117,1460,5800,0
1137300900,2014,6,749950,4,2.75,3110,35235,2,0,0,4,9,3110,0,1983,0,98072,2790,35445,1
2617370090,2014,10,338500,3,1.75,2130,5489,1,0,0,3,8,1370,760,1999,0,98070,1750,7200,0
5452301800,2014,7,1250000,4,3.75,4520,9240,1.5,0,2,3,10,3270,1250,1992,0,98040,3380,9240,1
6648760100,2014,7,299950,3,2.5,1600,9830,2,0,0,4,8,1600,0,1993,0,98001,1890,8910,0
798000337,2014,7,325000,4,1.75,1950,12500,1,0,0,3,7,1330,620,1963,0,98168,1760,11520,0
1737300110,2014,8,434000,4,3,2010,8171,2,0,0,3,8,2010,0,1973,0,98011,2090,8203,0
2817800100,2014,7,328950,4,1.75,2550,8976,1,0,0,5,7,1300,1250,1978,0,98058,2220,9477,0
5700003640,2014,5,2095000,5,3.75,5340,10655,2.5,0,3,4,10,3740,1600,1912,0,98144,3910,9418,1
824069156,2015,4,570000,4,2,2000,46902,2,0,0,3,8,2000,0,1978,0,98075,2420,38130,1
1997200165,2014,9,802000,3,2.25,2170,5001,2,0,0,3,8,2170,0,2014,0,98103,1700,6991,1
4083301645,2014,10,525000,3,1,1550,6840,1.5,0,0,3,7,1550,0,1918,0,98103,2370,4560,1
3880900245,2015,2,700000,6,3,2790,4550,2.5,0,0,4,8,2790,0,1907,0,98119,2590,4550,1
1322059002,2015,3,350000,3,1.75,1980,273556,1,0,0,3,6,1040,940,1956,1999,98042,2180,217799,0
2426039313,2015,2,277500,2,1.5,1190,1236,3,0,0,3,7,1190,0,2005,0,98133,1390,1756,0
6448000090,2014,5,1575000,5,2.75,3650,20150,1,0,0,4,10,2360,1290,1975,0,98004,3220,19800,1
8005100025,2014,9,195000,3,1,1510,4350,1.5,0,0,5,6,1510,0,1913,0,98022,1210,5500,0
2891000750,2014,8,222000,3,2,1200,6074,1,0,0,3,7,1200,0,1968,0,98002,1430,6338,0
5456000110,2015,4,865000,5,3,2830,8854,1,0,0,4,8,1500,1330,1979,0,98040,2260,8604,1
5393601050,2014,5,445000,4,2,1650,6000,1,0,0,5,7,1000,650,1959,0,98144,1540,6000,0
2979801095,2014,12,495800,4,1.5,1710,4600,1.5,0,0,3,7,1710,0,1924,0,98115,1740,4455,0
6840701095,2015,4,548500,3,1,1740,4400,1.5,0,0,3,7,1740,0,1924,0,98122,1720,4400,1
2221000100,2014,5,310000,3,1.75,1840,10723,1,0,0,4,7,1220,620,1974,0,98058,1590,9820,0
5070000100,2014,7,205000,3,1.5,1820,8585,1,0,0,4,7,1820,0,1962,0,98055,1740,10088,0
3793501450,2014,9,470000,5,3.75,3860,6901,2,0,0,3,7,3860,0,2003,0,98038,3000,8584,0
321079066,2015,4,430000,3,1.5,1810,349351,1.5,0,0,3,7,1810,0,2002,0,98010,2480,339332,0
2026049125,2015,5,310000,2,2,1030,2271,3,0,0,3,7,1030,0,1999,0,98125,1439,1387,0
1844500025,2015,3,355000,4,1,1410,7693,1.5,0,0,4,7,1410,0,1953,0,98133,1330,8395,0
3541600405,2015,1,621500,5,2.5,2140,15950,1,0,2,4,8,1370,770,1968,0,98166,2600,14273,1
1823049202,2014,6,175000,6,1.5,1930,8400,1,0,0,3,7,1030,900,1971,0,98146,1780,9520,0
1823049202,2015,1,326000,6,1.5,1930,8400,1,0,0,3,7,1030,900,1971,0,98146,1780,9520,0
1563100705,2014,9,690000,4,3.5,1930,5400,1.5,0,2,3,7,1930,0,1920,0,98116,1500,3340,1
7968200090,2014,8,335000,4,2.5,2210,7214,2,0,0,3,8,2210,0,2003,0,98003,2270,7246,0
5379802816,2015,2,197000,4,1,1360,11175,1,0,0,3,7,1360,0,1961,0,98188,1340,9702,0
3340401570,2014,7,312500,3,1.75,1830,7969,1,0,0,3,7,930,900,1950,2008,98055,1790,7425,0
7300700056,2014,10,436000,3,2.25,2120,6710,1,0,0,5,7,1420,700,1959,0,98155,1880,6960,0
1257201130,2014,10,1015000,4,2.5,2700,4590,2,0,0,3,8,2700,0,2002,0,98103,2080,3570,1
7526400100,2014,8,805000,4,2.5,3160,35225,2,0,1,3,9,2250,910,1992,0,98006,3460,17223,1
7504400750,2015,1,652427,4,2.25,2770,13129,2,0,0,4,8,2770,0,1979,0,98074,2400,13129,1
1525059112,2014,10,1008000,3,2.5,2240,41339,1,0,0,4,9,2240,0,1945,1992,98005,2900,45738,1
7300410300,2014,11,355000,4,2.5,2570,6466,2,0,0,3,9,2570,0,1999,0,98092,2520,6667,0
1326039039,2014,7,334550,2,1,880,12000,1,0,0,3,7,880,0,1939,0,98133,1960,9395,0
8100400110,2014,7,557500,3,2.25,1820,9670,2,0,0,3,8,1820,0,1984,0,98052,2160,11424,1
6385900090,2014,11,277500,4,2.25,1660,7184,1,0,0,3,7,1110,550,1963,0,98188,1640,7200,0
7229000025,2014,7,300000,4,3,2200,10800,1,0,0,3,6,2200,0,1960,0,98058,1430,10800,0
6145602355,2015,2,325000,4,1,1640,3844,1.5,0,0,4,7,1460,180,1928,0,98133,1230,3844,0
3600057,2015,3,402500,4,2,1650,3504,1,0,0,3,7,760,890,1951,2013,98144,1480,3504,0
4040200490,2014,8,461000,3,1.75,1420,5170,1,0,0,4,7,1420,0,1963,0,98007,2250,7700,0
2919201095,2015,3,540000,3,1,1270,3840,1.5,0,0,3,7,1270,0,1926,0,98103,1270,4175,1
5248800625,2015,3,385000,3,1,1070,4000,1,0,0,4,7,1070,0,1971,0,98108,1090,4000,0
1257201295,2014,7,480000,2,1,1060,3040,1,0,0,3,7,860,200,1924,0,98103,1470,3814,0
3342700371,2014,6,539950,3,2.25,2190,7149,1,0,1,4,8,1240,950,1963,0,98056,3500,7149,1
1724079013,2014,7,529000,3,2.25,1940,217800,2,0,0,3,9,1940,0,1990,0,98024,2580,83558,1
2770606822,2014,8,417000,3,2.5,1300,877,2,0,0,3,7,1060,240,2008,0,98199,1320,1414,0
5706201930,2015,2,405000,3,1.5,1330,12500,1,0,0,3,7,1330,0,1966,0,98027,2310,12500,0
8731800300,2014,7,299000,3,2.25,1940,9100,1,0,0,4,8,1630,310,1966,0,98023,2080,9100,0
3751600457,2014,8,299000,3,1.75,2100,15480,1,0,0,3,7,2100,0,1983,0,98001,1330,15657,0
9169100214,2014,5,372220,3,1,1290,5500,1,0,0,3,7,980,310,1951,0,98136,1680,5000,0
809000820,2014,5,494400,2,1.75,1560,1750,1,0,0,4,6,780,780,1904,0,98109,1850,3600,0
9460000110,2014,9,280000,3,1.75,2630,6500,1,0,0,3,7,1330,1300,1958,0,98055,2520,6500,0
7888780090,2014,11,277950,3,2.5,2100,6021,2,0,0,3,7,2100,0,1992,0,98023,2091,7547,0
2423059067,2014,12,770000,3,2.75,2070,54557,2,0,0,3,8,2070,0,1996,0,98058,2190,49658,1
1331900110,2014,10,760000,4,2.5,2960,28005,2,0,0,3,10,2960,0,1989,0,98072,3510,35248,1
6600490300,2015,1,230000,2,2,1300,3608,1,0,0,3,7,1300,0,2004,0,98198,1510,3608,0
6042000090,2014,10,525000,4,2.5,2520,7731,2,0,0,3,9,2520,0,1994,0,98155,2000,7704,1
7846700850,2014,7,307000,3,1,1150,6000,1.5,0,0,3,7,1150,0,1927,0,98045,1210,7700,0
5381600110,2014,6,253779,4,2,2030,9600,1.5,0,0,3,6,1430,600,1947,0,98188,1820,14600,0
3459100300,2014,6,405000,3,1.5,1880,7400,1,0,0,3,8,1480,400,1968,0,98155,1820,8660,0
8151600590,2015,3,360000,2,1,2320,11250,2,0,0,4,6,2320,0,1942,0,98146,1620,11250,0
7936000252,2015,5,521000,2,1,1050,7500,1.5,0,3,4,6,1050,0,1910,0,98116,2540,13680,1
2825059256,2014,9,680000,4,2.5,3030,13068,2,0,0,3,9,3030,0,1978,0,98005,2940,11999,1
1925069006,2014,12,355000,1,0.75,530,33278,1,0,2,4,4,530,0,1950,0,98074,2830,14311,0
1274500300,2014,6,200000,3,1.5,1090,9600,1,0,0,4,7,1090,0,1968,0,98042,1240,9620,0
7129304085,2014,7,330000,3,2.25,2220,4060,1,0,0,3,7,1330,890,1993,0,98118,1930,5625,0
104540820,2014,8,221000,3,2.25,1430,5999,2,0,0,3,7,1430,0,1987,0,98023,1600,5999,0
9272200090,2015,2,1598890,4,4.5,3780,6000,2,0,4,4,11,2770,1010,1910,1977,98116,2660,6000,1
1787600164,2014,7,310000,2,1,1560,4920,1,0,0,4,6,780,780,1947,0,98125,1760,7510,0
8127700215,2015,4,862000,4,2.25,2220,4200,1.5,0,0,5,8,1310,910,1932,0,98199,2020,4940,1
7348200115,2014,6,200000,3,1.5,1140,8340,1,0,0,3,7,1140,0,1960,0,98168,1140,8340,0
7752200100,2014,9,630000,4,2.5,2540,11100,1,0,0,5,7,2540,0,1957,0,98008,1560,11100,1
3904901570,2015,3,432250,3,2.25,1440,6232,2,0,0,3,7,1440,0,1985,0,98029,1740,5999,0
1238501116,2015,1,478000,3,2.25,1570,9500,1,0,0,4,7,1070,500,1977,0,98033,2250,9583,0
9392500100,2014,7,249000,4,2.25,1860,9576,1,0,0,3,7,1400,460,1962,0,98032,1860,9576,0
7857003465,2014,6,495000,5,3,2440,4750,1,0,0,3,9,1450,990,2006,0,98108,1420,5940,0
4038700930,2014,11,630000,4,2.5,2100,8800,1,0,2,4,7,1240,860,1960,0,98008,2000,8800,1
6979920090,2014,6,550000,4,2.5,2150,27540,2,0,0,3,8,2150,0,1997,0,98053,2150,27540,1
1515920090,2014,9,350000,3,2.5,2440,18674,2,0,0,4,8,2440,0,1994,0,98042,2530,10603,0
2473100090,2014,12,270000,5,1.5,1930,7480,2,0,0,3,7,1930,0,1966,0,98058,1480,7705,0
6402700100,2014,10,488250,4,2,1830,9610,1,0,0,3,7,1830,0,1963,0,98033,1970,10754,0
104530490,2014,5,248000,4,3.5,1850,6519,2,0,0,3,7,1130,720,1986,0,98023,1280,6664,0
2487200940,2014,8,889000,4,3.5,3210,5000,3,0,0,3,9,3210,0,2014,0,98136,1360,5000,1
6132600315,2014,8,375000,1,1,1090,5250,1,0,0,3,6,980,110,1927,0,98117,2160,5250,0
6848200475,2014,11,933000,3,1.5,1870,3300,2,0,2,3,7,1870,0,1906,0,98102,1820,2460,1
2141310490,2015,1,625000,3,2.25,1920,8412,1,0,2,3,8,1460,460,1977,0,98006,2490,8700,1
7571200110,2014,7,328000,2,1,700,4350,1,0,0,3,6,700,0,1943,0,98116,1620,5100,0
5072300100,2014,7,470000,4,2.25,3380,9900,1,0,2,4,8,1690,1690,1969,0,98166,2390,9900,0
3342103148,2015,2,502500,5,2.5,2430,6168,2,0,0,3,8,2430,0,2007,0,98056,2150,8400,1
1770000090,2015,4,484000,3,1.75,1950,17400,1,0,0,3,7,1210,740,1976,0,98072,1900,17250,0
8658303585,2014,8,252500,2,1,900,7500,1,0,0,4,6,900,0,1961,0,98014,1190,10000,0
1115400090,2014,8,610000,3,2.5,2060,8893,2,0,0,3,8,2060,0,1987,0,98006,2650,8500,1
4400800061,2014,7,419000,4,2,2180,10447,1,0,0,4,8,1280,900,1969,0,98155,2190,10987,0
4137000590,2014,7,322500,4,2.25,2140,9377,2,0,0,4,8,2140,0,1986,0,98092,2030,7846,0
809000945,2015,1,563000,6,1,1730,2760,1.5,0,0,3,7,1250,480,1918,0,98109,1630,3200,1
4397000100,2015,3,464000,4,2.5,3140,12591,2,0,0,3,9,3140,0,1993,0,98042,2650,11720,0
3426049031,2014,6,870000,4,4.25,3010,4887,2,0,3,4,10,1940,1070,1951,1996,98115,2540,9375,1
4310702775,2015,2,280000,2,1.5,800,1196,2,0,0,3,8,800,0,2003,0,98103,1020,1087,0
